Household ID,Date,Electricity Usage (kWh),Water Usage (Liters),Food Waste (kg),Carbon Footprint (kg CO₂),Location
4768,2023-10-12,17.49,141.2,0.81,17.36,Kolkata
8995,2023-01-22,29.01,71.8,1.55,29.21,Bangalore
9802,2023-06-15,13.59,94.7,1.07,14.37,Mumbai
7429,2023-11-06,29.26,428.6,1.63,29.59,Bangalore
4605,2023-12-29,19.58,216.9,1.68,20.98,Bangalore
3173,2023-09-03,16.54,186.0,1.27,17.43,Kolkata
7568,2023-08-22,21.44,271.0,1.76,22.82,Bangalore
3601,2023-11-21,25.4,334.8,0.87,24.6,Mumbai
3657,2023-06-07,14.86,66.7,0.21,13.79,Bangalore
7080,2023-05-31,5.82,454.2,1.36,7.96,Bangalore
8325,2023-08-01,22.72,481.3,1.55,23.55,Bangalore
3159,2023-08-06,28.9,237.8,0.24,26.49,Bangalore
4830,2023-09-03,20.62,235.7,1.56,21.68,Kolkata
9313,2023-10-30,9.71,445.4,1.31,11.36,Kolkata
5368,2023-10-03,11.21,243.2,0.32,10.73,Mumbai
2317,2023-05-31,27.74,435.3,1.13,27.23,Mumbai
5493,2023-07-15,5.34,62.8,0.31,5.43,Mumbai
2230,2023-01-21,18.72,270.3,0.71,18.27,Bangalore
2133,2023-09-14,8.97,478.6,1.63,11.33,Chennai
8607,2023-01-17,12.07,163.8,0.29,11.44,Bangalore
2301,2023-02-20,12.67,169.8,0.97,13.34,Chennai
2910,2023-09-27,10.48,333.6,1.25,11.93,Mumbai
9082,2023-11-11,24.81,466.8,1.89,26.11,Bangalore
9107,2023-03-24,13.31,139.4,1.5,14.98,Mumbai
8970,2023-11-02,13.64,464.7,0.36,13.0,Kolkata
2916,2023-05-04,16.33,348.4,1.94,18.58,Mumbai
7996,2023-10-17,27.56,496.9,1.01,26.82,Bangalore
3757,2023-09-19,22.2,381.4,0.8,21.58,Kolkata
7464,2023-12-31,6.54,350.5,0.34,6.57,Kolkata
1178,2023-02-18,5.98,416.7,1.87,9.12,Chennai
7362,2023-01-06,19.16,128.8,1.21,19.66,Delhi
9683,2023-04-27,27.18,475.7,1.98,28.42,Kolkata
1060,2023-04-28,13.08,124.5,0.43,12.63,Delhi
7681,2023-09-20,11.19,61.6,1.14,12.35,Mumbai
3895,2023-12-19,23.7,364.0,0.31,21.95,Mumbai
1585,2023-05-09,20.05,133.1,1.1,20.24,Kolkata
6823,2023-06-20,19.13,391.4,1.79,20.8,Chennai
1534,2023-01-27,8.73,407.8,0.31,8.48,Mumbai
4462,2023-07-18,9.4,156.5,0.61,9.68,Delhi
5011,2023-11-10,12.04,89.0,1.4,13.64,Kolkata
4398,2023-12-11,10.17,275.4,0.24,9.63,Kolkata
3155,2023-04-07,29.29,450.6,0.96,28.28,Chennai
6966,2023-01-17,5.47,431.3,0.73,6.38,Kolkata
8329,2023-06-22,20.65,102.7,1.69,21.96,Bangalore
7957,2023-04-11,17.94,484.2,0.19,16.53,Delhi
6325,2023-07-05,13.08,168.8,1.74,15.25,Bangalore
9518,2023-07-03,27.19,207.2,1.44,27.35,Bangalore
5703,2023-08-03,21.75,117.1,0.66,20.9,Delhi
3706,2023-09-08,29.96,220.0,0.48,27.92,Kolkata
1001,2023-08-04,9.22,336.0,1.91,12.12,Kolkata
9316,2023-01-29,7.2,277.7,1.15,8.78,Bangalore
2104,2023-04-12,8.48,422.4,0.76,9.15,Delhi
2861,2023-05-03,11.73,338.6,0.18,10.92,Mumbai
6269,2023-02-23,15.42,168.6,0.41,14.7,Delhi
7943,2023-10-10,26.57,300.8,1.24,26.39,Bangalore
9320,2023-04-12,12.09,78.9,1.07,13.02,Delhi
1437,2023-04-27,27.88,311.4,1.54,28.17,Delhi
5846,2023-04-14,16.57,225.3,1.69,18.29,Mumbai
4129,2023-02-14,21.18,94.3,0.85,20.76,Chennai
9081,2023-04-24,11.61,188.4,0.29,11.03,Chennai
1901,2023-12-09,8.9,454.1,1.6,11.21,Mumbai
6398,2023-01-31,26.74,313.7,1.15,26.37,Delhi
7678,2023-06-13,7.74,456.5,1.96,10.89,Bangalore
6529,2023-07-08,24.35,234.9,1.61,25.14,Mumbai
7604,2023-10-20,19.52,490.5,0.73,19.03,Chennai
4918,2023-07-14,26.53,212.0,0.91,25.7,Chennai
2067,2023-10-19,22.95,390.6,0.55,21.76,Mumbai
1026,2023-09-18,12.04,187.4,1.07,12.98,Delhi
7937,2023-07-26,19.36,97.7,1.45,20.32,Kolkata
8264,2023-02-21,5.33,424.9,1.26,7.32,Bangalore
8118,2023-02-18,16.88,393.2,0.75,16.69,Kolkata
1547,2023-01-06,7.15,419.3,1.66,9.76,Bangalore
9758,2023-08-12,15.72,184.9,0.3,14.75,Kolkata
9895,2023-01-23,7.74,366.6,0.37,7.71,Kolkata
6338,2023-05-25,28.89,149.0,0.87,27.74,Bangalore
4140,2023-04-20,18.08,55.1,1.43,19.13,Bangalore
8996,2023-07-31,27.83,439.9,1.42,27.89,Chennai
2590,2023-10-27,5.56,285.6,0.8,6.6,Delhi
8776,2023-02-10,20.94,492.6,1.42,21.69,Delhi
5943,2023-06-21,12.67,223.3,0.22,11.84,Chennai
9997,2023-07-05,15.8,480.6,0.65,15.52,Kolkata
8798,2023-08-02,26.83,326.8,1.42,26.99,Bangalore
4791,2023-11-02,29.5,280.5,0.45,27.45,Mumbai
2357,2023-02-21,11.16,186.3,0.5,11.04,Kolkata
9092,2023-03-11,28.71,421.4,0.27,26.38,Delhi
4225,2023-07-15,22.22,423.0,0.79,21.58,Bangalore
3460,2023-05-31,28.79,237.6,1.67,29.25,Chennai
9737,2023-04-19,19.06,377.3,1.69,20.53,Kolkata
3728,2023-04-28,29.02,251.3,1.74,29.6,Mumbai
7726,2023-12-31,27.31,382.8,0.17,24.92,Kolkata
8481,2023-04-05,8.21,497.4,1.99,11.37,Chennai
7430,2023-09-13,12.77,168.1,1.06,13.61,Mumbai
4114,2023-02-13,11.08,335.3,1.76,13.49,Kolkata
1616,2023-03-08,19.3,220.9,1.82,21.01,Chennai
4644,2023-06-05,25.07,296.8,1.08,24.72,Kolkata
7413,2023-11-19,23.99,443.4,0.2,21.99,Bangalore
2203,2023-07-25,23.17,206.4,1.24,23.33,Kolkata
3565,2023-10-01,14.38,82.6,0.73,14.4,Chennai
4174,2023-06-04,8.49,409.5,0.49,8.62,Delhi
4081,2023-06-28,10.26,299.8,0.45,10.13,Chennai
3630,2023-03-01,23.54,252.2,1.16,23.51,Kolkata
4161,2023-03-15,8.69,132.5,0.3,8.42,Bangalore
5321,2023-02-18,10.57,91.8,1.66,12.83,Delhi
9861,2023-09-28,15.61,175.4,0.53,15.11,Chennai
7269,2023-03-14,6.8,373.5,1.14,8.4,Delhi
8099,2023-07-15,10.32,235.3,0.34,9.97,Bangalore
8376,2023-06-28,8.74,306.6,1.73,11.33,Mumbai
5078,2023-02-17,28.78,86.9,1.41,28.72,Delhi
6801,2023-03-13,9.79,105.5,0.49,9.79,Chennai
5151,2023-04-23,26.54,55.1,1.46,26.81,Bangalore
9911,2023-09-02,7.87,353.0,0.26,7.6,Chennai
3600,2023-11-05,26.74,169.0,1.57,27.21,Bangalore
7175,2023-06-08,19.99,485.1,1.03,20.05,Chennai
1666,2023-10-01,26.24,188.8,0.33,24.28,Bangalore
1283,2023-09-25,26.68,213.6,1.15,26.31,Kolkata
6840,2023-10-31,19.91,261.3,0.48,18.88,Chennai
4565,2023-01-30,27.94,193.6,1.38,27.91,Bangalore
5593,2023-04-07,19.64,417.8,1.45,20.58,Mumbai
2465,2023-09-08,22.81,444.3,1.55,23.63,Bangalore
9321,2023-01-07,15.4,55.0,1.8,17.46,Mumbai
5734,2023-04-02,27.85,344.6,1.34,27.74,Delhi
7257,2023-04-23,25.6,358.7,1.03,25.1,Bangalore
8366,2023-09-16,9.17,482.6,1.72,11.69,Delhi
4672,2023-04-17,19.41,216.7,1.81,21.09,Delhi
8382,2023-03-04,27.42,137.9,1.59,27.86,Kolkata
7587,2023-12-24,24.83,284.3,1.89,26.13,Bangalore
1992,2023-09-28,29.06,251.4,1.96,30.07,Kolkata
7858,2023-07-18,10.78,406.3,0.58,10.86,Kolkata
3121,2023-12-13,14.19,456.8,0.45,13.67,Delhi
3223,2023-12-03,17.68,89.0,0.95,17.81,Chennai
5522,2023-05-26,10.82,431.0,1.99,13.72,Delhi
4188,2023-03-02,14.85,459.0,0.27,13.9,Delhi
4237,2023-04-30,18.44,465.9,1.45,19.5,Mumbai
5136,2023-03-02,9.78,393.9,1.72,12.24,Chennai
1343,2023-11-05,11.42,383.9,1.99,14.26,Delhi
5704,2023-01-26,8.12,56.7,1.28,9.87,Chennai
5823,2023-04-25,22.83,464.1,0.82,22.19,Mumbai
5920,2023-02-09,14.04,208.2,0.42,13.48,Chennai
4201,2023-12-10,10.51,68.5,1.97,13.4,Bangalore
6471,2023-04-26,17.68,235.8,1.86,19.63,Mumbai
1888,2023-05-16,6.71,379.8,1.63,9.3,Chennai
8127,2023-10-04,28.09,248.9,1.89,29.06,Kolkata
4720,2023-10-26,12.36,391.1,0.22,11.56,Chennai
3883,2023-01-21,27.16,279.2,1.3,27.04,Mumbai
5212,2023-01-31,17.44,184.7,0.62,16.94,Kolkata
7961,2023-09-04,26.25,141.3,1.55,26.72,Chennai
3415,2023-01-27,11.18,239.5,0.28,10.62,Chennai
4001,2023-03-14,9.38,66.1,0.59,9.62,Mumbai
2738,2023-04-07,26.24,240.1,1.72,27.06,Kolkata
2364,2023-06-10,10.32,80.9,1.52,12.33,Kolkata
3708,2023-12-12,23.65,444.7,1.98,25.24,Chennai
1924,2023-10-27,13.61,309.0,1.32,14.89,Bangalore
1151,2023-10-26,23.7,340.7,0.68,22.69,Mumbai
9777,2023-10-14,27.69,180.0,1.14,27.2,Mumbai
9044,2023-07-31,29.54,151.6,1.89,30.37,Delhi
1912,2023-03-17,14.0,368.6,1.34,15.28,Kolkata
3321,2023-05-23,14.19,352.2,1.77,16.31,Kolkata
1495,2023-02-03,29.53,105.2,0.14,26.86,Delhi
3148,2023-12-02,26.54,157.4,0.8,25.49,Chennai
1556,2023-01-04,6.13,476.0,1.88,9.28,Chennai
2552,2023-11-24,19.34,186.9,0.17,17.75,Mumbai
3120,2023-04-08,9.53,61.6,1.09,10.76,Chennai
4085,2023-08-05,29.85,78.7,0.76,28.38,Bangalore
4504,2023-01-28,8.47,399.0,1.33,10.28,Bangalore
1156,2023-07-20,18.98,390.7,0.41,17.9,Bangalore
9926,2023-09-30,21.63,221.8,1.34,22.15,Delhi
8505,2023-11-10,28.43,118.9,1.98,29.55,Bangalore
8162,2023-05-07,26.18,274.1,0.62,24.8,Delhi
6523,2023-07-21,11.14,199.3,0.98,11.99,Mumbai
8543,2023-01-09,19.32,218.3,0.16,17.71,Mumbai
9055,2023-10-14,28.84,167.4,0.92,27.8,Bangalore
5654,2023-03-29,23.39,78.3,0.87,22.79,Delhi
7250,2023-11-14,22.21,406.0,1.17,22.33,Bangalore
8246,2023-01-19,23.87,328.2,0.59,22.66,Chennai
1154,2023-03-22,13.06,425.6,0.72,13.19,Delhi
8950,2023-04-17,23.23,276.4,1.26,23.43,Delhi
1996,2023-11-07,10.82,493.2,1.83,13.4,Delhi
5626,2023-08-18,15.7,483.1,0.55,15.23,Delhi
3905,2023-04-22,27.25,172.3,1.39,27.31,Chennai
1153,2023-08-08,5.47,224.1,1.1,7.12,Bangalore
8853,2023-05-03,15.36,388.7,0.3,14.42,Mumbai
7481,2023-09-01,11.67,399.5,1.17,12.84,Kolkata
6599,2023-06-27,9.96,459.8,1.45,11.86,Kolkata
2716,2023-03-06,25.96,343.7,1.24,25.84,Delhi
1786,2023-01-03,22.41,263.8,0.3,20.77,Delhi
5368,2023-07-26,7.82,219.9,1.72,10.48,Mumbai
9096,2023-01-21,17.36,238.6,0.18,15.98,Kolkata
5272,2023-10-20,16.67,432.7,0.55,16.1,Delhi
4767,2023-01-15,8.56,491.0,1.27,10.24,Chennai
9834,2023-12-09,24.99,73.4,0.51,23.51,Kolkata
6994,2023-07-25,14.17,311.1,0.29,13.33,Chennai
8216,2023-07-21,24.05,284.0,1.07,23.78,Mumbai
9857,2023-04-30,9.8,219.3,1.47,11.76,Mumbai
4426,2023-05-17,12.88,433.2,0.88,13.35,Kolkata
4783,2023-10-27,7.38,309.1,1.43,9.5,Bangalore
6427,2023-10-22,8.59,190.9,1.74,11.21,Kolkata
8011,2023-01-25,27.08,249.8,1.92,28.21,Chennai
9052,2023-11-08,7.73,210.6,0.54,8.04,Bangalore
4701,2023-08-22,7.39,243.5,1.25,9.15,Chennai
3349,2023-05-01,28.51,82.1,0.61,26.88,Chennai
8011,2023-03-31,21.15,100.4,1.75,22.54,Chennai
8055,2023-11-16,7.52,330.7,1.79,10.35,Delhi
2212,2023-07-19,29.29,357.8,0.71,27.78,Bangalore
7965,2023-06-29,8.68,336.5,1.33,10.47,Delhi
7704,2023-12-11,24.16,393.4,1.79,25.32,Delhi
8433,2023-03-17,5.87,474.6,1.07,7.42,Chennai
3511,2023-05-17,20.61,437.3,1.47,21.49,Mumbai
1143,2023-05-18,18.67,238.3,1.62,20.04,Kolkata
8367,2023-01-10,10.2,147.9,1.76,12.7,Mumbai
4228,2023-07-20,21.08,190.3,1.08,21.13,Chennai
5582,2023-11-14,20.43,314.5,1.89,22.17,Kolkata
7031,2023-12-12,24.96,435.3,1.3,25.06,Kolkata
5243,2023-08-07,26.9,365.8,0.39,24.99,Chennai
3713,2023-03-01,17.75,294.4,1.26,18.5,Delhi
5185,2023-05-27,17.26,320.8,0.67,16.87,Kolkata
8328,2023-04-17,20.54,287.7,0.81,20.11,Kolkata
5633,2023-02-07,23.23,487.2,1.64,24.19,Kolkata
4192,2023-05-14,13.9,417.2,1.95,16.41,Kolkata
1300,2023-08-09,17.62,401.6,1.75,19.36,Bangalore
1723,2023-10-30,19.63,282.8,0.72,19.11,Delhi
6694,2023-05-13,29.71,199.3,0.96,28.66,Bangalore
4010,2023-11-30,19.69,58.8,1.97,21.66,Bangalore
6555,2023-02-22,10.6,69.5,1.85,13.24,Chennai
1067,2023-03-03,19.7,63.6,1.96,21.65,Delhi
3506,2023-01-23,25.49,491.2,0.92,24.78,Mumbai
2537,2023-02-13,26.44,101.5,1.62,27.04,Delhi
1397,2023-11-04,25.01,114.0,1.76,26.03,Mumbai
6680,2023-02-15,27.21,267.9,0.18,24.85,Kolkata
5825,2023-05-27,13.37,266.6,0.61,13.25,Mumbai
9747,2023-08-04,17.69,464.0,1.78,19.48,Mumbai
7048,2023-12-06,24.49,83.1,0.84,23.72,Mumbai
4661,2023-02-16,11.61,480.8,0.63,11.71,Kolkata
3941,2023-12-13,14.29,147.4,0.62,14.1,Kolkata
8067,2023-11-04,25.78,486.6,0.81,24.82,Bangalore
6091,2023-01-24,24.25,293.6,0.56,22.94,Mumbai
2601,2023-05-25,29.28,343.4,0.11,26.57,Delhi
2480,2023-03-30,29.9,192.1,0.43,27.77,Chennai
7230,2023-06-23,11.02,325.3,1.78,13.48,Bangalore
4276,2023-03-05,27.51,369.9,0.24,25.24,Mumbai
7447,2023-04-29,7.36,54.7,0.88,8.38,Bangalore
6499,2023-08-11,22.75,65.4,0.97,22.42,Mumbai
7273,2023-06-05,10.5,493.9,1.58,12.61,Mumbai
2299,2023-06-27,12.51,255.9,0.58,12.42,Bangalore
6818,2023-11-16,28.66,471.1,0.69,27.17,Mumbai
7701,2023-12-08,11.58,378.5,0.13,10.68,Mumbai
5994,2023-02-25,21.83,217.8,1.82,23.29,Chennai
8489,2023-02-28,9.45,117.9,1.4,11.3,Delhi
9269,2023-08-08,7.33,490.2,0.6,7.8,Kolkata
3831,2023-07-04,13.48,313.0,1.79,15.71,Chennai
3721,2023-02-16,20.6,136.6,0.26,19.06,Kolkata
2532,2023-04-12,11.2,356.7,0.8,11.68,Kolkata
9429,2023-02-13,12.5,91.4,1.17,13.59,Delhi
6253,2023-01-15,22.72,440.6,1.06,22.57,Chennai
2996,2023-08-24,7.57,90.6,1.34,9.49,Mumbai
6311,2023-12-27,16.17,156.3,0.67,15.89,Delhi
1277,2023-02-20,28.54,91.1,1.54,28.77,Mumbai
4089,2023-11-05,14.92,96.7,0.87,15.17,Mumbai
1523,2023-02-03,15.86,285.7,0.34,14.95,Mumbai
5275,2023-05-04,23.46,359.1,1.51,24.13,Mumbai
6365,2023-03-18,24.48,404.8,1.83,25.69,Chennai
4122,2023-05-03,24.24,362.8,0.79,23.4,Kolkata
9167,2023-07-24,29.95,213.6,1.22,29.4,Kolkata
6190,2023-08-16,6.79,300.8,1.41,8.93,Chennai
5575,2023-03-11,29.56,467.4,1.68,29.96,Kolkata
8727,2023-08-18,28.75,224.4,0.48,26.84,Delhi
2797,2023-01-21,26.3,163.6,1.18,26.03,Mumbai
3131,2023-04-18,16.35,283.7,1.51,17.74,Mumbai
8322,2023-12-30,26.77,183.8,0.48,25.05,Mumbai
7500,2023-08-29,10.52,167.8,1.0,11.47,Bangalore
1815,2023-09-08,24.79,400.5,0.98,24.27,Delhi
9634,2023-05-15,9.63,450.9,1.69,12.05,Bangalore
7666,2023-03-31,25.38,276.0,1.58,26.0,Chennai
1142,2023-03-20,20.36,400.9,0.54,19.4,Bangalore
2410,2023-06-26,7.45,134.2,0.54,7.78,Kolkata
1534,2023-10-25,27.38,296.4,1.47,27.58,Kolkata
4364,2023-11-04,19.45,336.3,1.51,20.52,Delhi
2032,2023-04-12,21.41,270.8,0.44,20.15,Bangalore
4342,2023-12-27,12.09,102.6,0.88,12.64,Bangalore
7085,2023-12-01,26.79,380.3,1.67,27.45,Mumbai
5500,2023-04-22,18.63,427.6,0.25,17.27,Delhi
2172,2023-06-30,15.53,335.9,0.81,15.6,Mumbai
5517,2023-04-14,18.36,126.1,1.32,19.16,Delhi
9007,2023-01-16,22.58,83.5,1.57,23.46,Delhi
2641,2023-04-06,22.38,185.7,1.34,22.82,Bangalore
1471,2023-10-20,13.94,66.6,0.86,14.27,Mumbai
3940,2023-05-26,14.63,427.6,1.98,17.13,Chennai
9738,2023-10-29,19.06,366.4,0.18,17.51,Mumbai
5726,2023-01-02,28.11,303.7,1.04,27.38,Chennai
8670,2023-04-29,23.64,450.3,1.07,23.42,Kolkata
4723,2023-12-09,14.76,99.5,0.56,14.4,Delhi
1363,2023-04-04,13.43,371.5,1.16,14.41,Mumbai
4309,2023-07-10,18.09,116.0,0.52,17.32,Delhi
1545,2023-01-03,26.75,77.4,0.94,25.96,Mumbai
4240,2023-04-21,5.22,109.8,0.92,6.54,Kolkata
7665,2023-06-26,22.76,477.9,1.57,23.62,Mumbai
2936,2023-09-14,12.36,248.2,1.89,14.9,Kolkata
1882,2023-12-27,10.21,72.0,0.49,10.17,Delhi
4840,2023-01-22,5.3,312.6,1.98,8.73,Bangalore
7923,2023-08-08,27.41,139.9,1.89,28.45,Chennai
5611,2023-06-22,27.81,53.1,0.31,25.65,Delhi
6204,2023-08-12,6.54,391.3,1.83,9.55,Bangalore
8288,2023-03-06,18.05,119.7,1.17,18.58,Delhi
4203,2023-10-04,8.81,474.1,1.77,11.47,Delhi
3244,2023-09-06,23.97,316.8,1.9,25.37,Mumbai
1018,2023-09-17,21.63,89.1,1.73,22.93,Kolkata
1641,2023-05-11,12.43,148.0,0.87,12.93,Kolkata
4083,2023-04-23,7.92,324.9,1.31,9.75,Mumbai
6200,2023-10-13,25.78,202.2,0.98,25.16,Mumbai
9521,2023-10-14,21.86,289.5,0.8,21.27,Delhi
1865,2023-07-30,5.17,409.8,0.58,5.81,Kolkata
1773,2023-01-20,20.7,406.7,0.94,20.51,Delhi
5732,2023-08-03,25.26,364.1,1.63,25.99,Bangalore
4518,2023-11-06,19.77,448.7,1.7,21.19,Bangalore
7795,2023-09-08,15.62,139.7,1.92,17.9,Mumbai
7984,2023-09-28,19.6,129.8,0.65,18.94,Kolkata
3567,2023-06-29,20.49,409.7,1.34,21.12,Bangalore
2674,2023-07-13,21.0,194.4,1.42,21.74,Kolkata
1739,2023-11-09,29.18,280.5,0.46,27.18,Kolkata
2545,2023-03-20,9.47,384.8,0.8,10.12,Chennai
6127,2023-06-29,20.58,228.2,0.75,20.02,Bangalore
7947,2023-06-12,9.7,108.6,1.97,12.67,Bangalore
7620,2023-07-21,10.25,355.8,1.92,13.06,Delhi
5555,2023-01-14,21.73,417.7,1.66,22.88,Delhi
6645,2023-12-13,27.9,55.8,1.0,27.11,Kolkata
9943,2023-09-03,8.98,303.1,0.6,9.28,Mumbai
8124,2023-01-14,29.06,261.2,1.84,29.83,Delhi
4732,2023-04-09,12.98,166.8,0.61,12.9,Delhi
3283,2023-02-02,14.78,122.5,1.09,15.48,Kolkata
9669,2023-09-14,8.84,134.6,0.57,9.1,Bangalore
7998,2023-02-03,20.4,376.2,1.95,22.26,Delhi
6413,2023-01-19,19.91,291.3,0.18,18.28,Mumbai
2269,2023-06-01,16.06,491.5,0.43,15.31,Kolkata
8868,2023-09-17,16.9,159.5,1.55,18.31,Bangalore
3603,2023-06-13,20.57,480.6,0.39,19.29,Chennai
6961,2023-03-18,19.59,281.8,1.96,21.55,Mumbai
9569,2023-11-10,14.36,115.7,0.71,14.34,Bangalore
8557,2023-05-17,27.1,116.7,1.85,28.09,Kolkata
2680,2023-12-25,21.69,323.9,1.36,22.24,Chennai
9433,2023-07-27,10.14,424.1,1.3,11.73,Mumbai
6682,2023-08-30,13.0,386.5,1.84,15.38,Delhi
9084,2023-03-08,24.7,345.0,1.08,24.39,Delhi
6367,2023-04-26,7.61,127.4,0.86,8.57,Mumbai
1069,2023-07-21,23.76,98.8,0.51,22.4,Delhi
4924,2023-09-07,13.97,50.1,0.37,13.31,Kolkata
7200,2023-10-05,18.79,95.8,1.6,20.11,Mumbai
3007,2023-04-22,12.01,394.9,0.34,11.49,Mumbai
9992,2023-11-27,29.66,452.9,0.85,28.39,Delhi
9119,2023-08-22,27.65,158.2,0.88,26.64,Mumbai
3779,2023-06-25,28.21,407.7,1.36,28.11,Chennai
5920,2023-05-23,9.62,139.5,0.63,9.92,Mumbai
1755,2023-02-01,26.04,162.2,1.69,26.82,Delhi
7495,2023-06-30,18.38,150.9,0.49,17.52,Delhi
6935,2023-03-08,22.7,73.3,1.6,23.63,Delhi
3330,2023-01-04,10.44,137.3,1.71,12.82,Delhi
6705,2023-10-13,22.8,218.1,0.47,21.46,Kolkata
9301,2023-09-26,27.86,232.5,1.64,28.35,Delhi
2016,2023-08-24,11.69,189.3,1.46,13.44,Chennai
8347,2023-10-04,10.83,281.6,1.76,13.27,Mumbai
9216,2023-02-10,7.61,220.1,1.07,8.99,Bangalore
5938,2023-05-01,11.67,486.7,0.54,11.58,Bangalore
3838,2023-10-02,18.39,413.3,1.83,20.21,Kolkata
1737,2023-08-19,25.82,468.9,1.6,26.44,Bangalore
7200,2023-10-31,11.97,300.8,0.14,11.05,Delhi
9371,2023-03-27,20.53,355.3,1.88,22.24,Bangalore
1231,2023-03-04,16.99,125.0,1.9,19.09,Chennai
2917,2023-07-11,12.21,388.8,0.78,12.55,Delhi
9534,2023-10-20,17.76,156.2,0.12,16.22,Bangalore
6918,2023-01-31,9.2,115.6,1.15,10.58,Delhi
3623,2023-11-26,20.99,68.8,1.84,22.57,Kolkata
9646,2023-05-26,7.89,262.5,0.34,7.78,Chennai
7401,2023-04-17,23.27,179.1,1.22,23.38,Mumbai
8072,2023-12-25,9.44,494.0,1.49,11.48,Delhi
3276,2023-04-20,29.95,162.4,0.36,27.67,Chennai
8393,2023-10-03,25.59,439.9,1.08,25.19,Kolkata
9787,2023-07-29,13.6,192.4,0.27,12.78,Kolkata
4874,2023-05-19,15.66,387.1,1.16,16.41,Chennai
5530,2023-03-27,11.48,346.9,0.94,12.21,Bangalore
8164,2023-02-13,24.18,302.8,0.6,22.96,Chennai
5497,2023-03-23,14.52,237.6,1.72,16.51,Bangalore
8933,2023-03-05,23.88,352.0,0.83,23.15,Bangalore
3135,2023-12-09,5.46,233.3,1.43,7.77,Chennai
7727,2023-11-17,8.39,296.6,1.6,10.75,Kolkata
2565,2023-02-24,14.12,315.4,0.44,13.59,Mumbai
1308,2023-03-15,7.72,170.3,0.33,7.61,Mumbai
9534,2023-05-09,20.03,202.9,0.11,18.25,Chennai
9627,2023-09-13,6.27,58.1,0.68,7.0,Delhi
9368,2023-08-19,26.49,433.5,1.65,27.14,Chennai
1138,2023-05-17,24.03,390.2,1.57,24.77,Mumbai
1193,2023-12-17,10.41,132.6,1.76,12.89,Chennai
4257,2023-12-21,17.09,212.9,1.55,18.48,Kolkata
4235,2023-04-22,16.3,239.5,0.15,14.97,Mumbai
1942,2023-11-04,23.12,200.5,0.83,22.47,Mumbai
5620,2023-05-26,15.04,409.2,0.11,13.76,Mumbai
6720,2023-02-02,5.82,376.4,0.17,5.58,Kolkata
7353,2023-09-17,11.84,395.2,1.01,12.68,Mumbai
5957,2023-03-28,16.65,456.9,0.78,16.54,Delhi
4381,2023-11-27,29.36,317.8,1.16,28.74,Mumbai
6839,2023-09-22,27.03,326.5,0.23,24.79,Chennai
3880,2023-11-16,9.54,374.9,1.22,11.03,Delhi
5887,2023-01-30,23.08,356.6,0.22,21.21,Bangalore
1545,2023-08-20,28.42,441.4,0.9,27.38,Mumbai
2927,2023-03-17,5.22,396.6,0.77,6.24,Bangalore
5152,2023-05-09,23.02,104.2,0.53,21.78,Bangalore
1004,2023-09-28,16.48,467.8,0.69,16.21,Kolkata
6533,2023-03-30,22.01,357.4,0.1,20.01,Chennai
6378,2023-06-19,20.14,107.2,0.72,19.57,Chennai
7233,2023-05-08,29.62,397.4,0.25,27.16,Bangalore
3663,2023-06-23,12.22,211.3,1.85,14.7,Kolkata
4326,2023-01-26,24.65,412.7,0.24,22.66,Delhi
4659,2023-03-02,10.87,479.9,1.91,13.6,Mumbai
2131,2023-03-08,15.89,164.9,1.03,16.36,Delhi
5763,2023-01-26,29.38,435.8,1.08,28.6,Mumbai
7737,2023-03-24,24.15,398.1,1.6,24.94,Bangalore
6092,2023-12-30,12.9,352.0,1.42,14.45,Kolkata
7022,2023-03-01,20.48,223.2,0.55,19.53,Kolkata
4159,2023-02-08,6.24,99.4,0.15,5.92,Chennai
7159,2023-05-03,11.66,267.8,1.58,13.65,Chennai
8318,2023-10-19,22.96,97.5,0.35,21.36,Delhi
9445,2023-10-04,19.25,275.1,1.24,19.8,Chennai
6307,2023-10-31,16.74,419.1,1.89,18.85,Mumbai
9520,2023-10-09,22.27,498.9,1.14,22.32,Kolkata
4044,2023-07-10,14.96,139.1,0.64,14.74,Kolkata
6636,2023-10-19,5.65,143.5,0.44,5.97,Bangalore
3892,2023-06-01,16.03,414.9,0.15,14.73,Bangalore
6288,2023-08-21,27.55,261.1,1.28,27.36,Delhi
6812,2023-05-26,26.42,462.1,1.16,26.1,Bangalore
1654,2023-09-28,15.22,396.0,0.98,15.66,Mumbai
6481,2023-12-01,5.56,381.4,0.47,5.94,Chennai
1759,2023-05-14,20.91,95.9,0.55,19.92,Chennai
7782,2023-06-20,23.53,66.1,1.92,25.02,Delhi
2798,2023-01-28,12.36,192.5,0.14,11.4,Chennai
6159,2023-05-16,16.92,147.8,0.79,16.81,Kolkata
9446,2023-08-29,29.8,370.5,0.17,27.16,Chennai
6262,2023-12-10,19.41,252.8,0.46,18.39,Bangalore
4823,2023-08-16,13.78,285.4,1.87,16.14,Kolkata
2876,2023-10-14,20.69,416.2,0.38,19.38,Bangalore
7154,2023-10-30,9.5,265.3,1.24,11.03,Bangalore
8787,2023-02-03,9.98,295.2,0.76,10.5,Delhi
5516,2023-01-02,28.12,429.0,1.3,27.91,Delhi
4734,2023-12-28,10.98,244.1,1.72,13.32,Kolkata
6972,2023-07-14,12.77,87.4,0.64,12.77,Chennai
